year,substance,emit_way,unit,quantity
2022,Methyl methacrylate,Sum of release to all media (<1tonne),grams,753260
1994,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,130000
1996,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,74000
2002,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,1000
2004,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,161000
2006,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,805000
2008,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,261000
2010,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,1109500
2011,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,1291200
2012,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,757000
2013,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,401000
2014,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,963000
2015,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,515000
2016,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,510800
2017,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,436900
2018,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,1407100
2019,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,1164600
2020,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,994100
2021,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,528500
2022,Methyl tert-butyl ether,Sum of release to all media (<1tonne),grams,628300
1994,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,1300000
1995,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,1756000
1996,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,1446000
1997,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,2014000
1998,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,2021000
1999,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,1950000
2000,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,1320000
2001,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,693000
2002,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,558000
2003,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,190000
2004,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,328803
2005,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,140002
2006,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,408000
2007,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,79501
2008,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,856443
2009,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,1480307
2010,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,913800
2011,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,1168100
2012,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,1510400
2013,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,2574600
2014,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,2091500
2015,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,1556100
2016,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,1825400
2017,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,2376100
2018,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,1877200
2019,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,1966625
2020,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,2887364
2021,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,3302417
2022,Methylenebis(phenylisocyanate),Sum of release to all media (<1tonne),grams,3157732
1994,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,675000
1995,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,400000
1996,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,220000
1997,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,858000
1998,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,427000
1999,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,486000
2000,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,358000
2001,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,716000
2002,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,28000
2003,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,392000
2004,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,1037000
2005,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,249000
2006,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,97000
2007,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,341000
2008,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,1211000
2009,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,748000
2010,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,608400
2011,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,1480300
2012,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,1426000
2013,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,351400
2014,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,411300
2015,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,555500
2016,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,283600
2017,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,1225000
2018,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,432400
2019,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,712379
2020,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,1259347
2021,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,647220
2022,Molybdenum trioxide,Sum of release to all media (<1tonne),grams,100730
1999,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,101000
2000,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,34000
2001,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,182000
2002,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,103000
2003,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,259000
2004,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,67000
2005,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,224000
2006,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,45000
2007,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,60000
2008,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,214000
2009,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,120000
2010,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,438600
2011,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,642900
2012,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,4100
2013,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,887300
2014,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,513200
2015,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,264000
2016,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,475000
2017,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,487000
2018,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,255100
2019,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,305482
2020,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,294870
2021,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,667020
2022,N-Methyl-2-pyrrolidone,Sum of release to all media (<1tonne),grams,557730
1999,N-Methylolacrylamide,Sum of release to all media (<1tonne),grams,12000
2000,N-Methylolacrylamide,Sum of release to all media (<1tonne),grams,15000
2001,N-Methylolacrylamide,Sum of release to all media (<1tonne),grams,12000
2009,N-Methylolacrylamide,Sum of release to all media (<1tonne),grams,0
2010,N-Methylolacrylamide,Sum of release to all media (<1tonne),grams,0
2011,N-Methylolacrylamide,Sum of release to all media (<1tonne),grams,0
2012,N-Methylolacrylamide,Sum of release to all media (<1tonne),grams,0
2013,N-Methylolacrylamide,Sum of release to all media (<1tonne),grams,0
2014,N-Methylolacrylamide,Sum of release to all media (<1tonne),grams,0
2015,N-Methylolacrylamide,Sum of release to all media (<1tonne),grams,0
2016,N-Methylolacrylamide,Sum of release to all media (<1tonne),grams,0
2017,N-Methylolacrylamide,Sum of release to all media (<1tonne),grams,0
2018,N-Methylolacrylamide,Sum of release to all media (<1tonne),grams,0
2019,N-Methylolacrylamide,Sum of release to all media (<1tonne),grams,15330
2020,N-Methylolacrylamide,Sum of release to all media (<1tonne),grams,0
2021,N-Methylolacrylamide,Sum of release to all media (<1tonne),grams,17
2022,N-Methylolacrylamide,Sum of release to all media (<1tonne),grams,18
1994,Naphthalene,Sum of release to all media (<1tonne),grams,901000
1995,Naphthalene,Sum of release to all media (<1tonne),grams,310000
1996,Naphthalene,Sum of release to all media (<1tonne),grams,443000
1997,Naphthalene,Sum of release to all media (<1tonne),grams,857000
1998,Naphthalene,Sum of release to all media (<1tonne),grams,1152000
1999,Naphthalene,Sum of release to all media (<1tonne),grams,1683000
2000,Naphthalene,Sum of release to all media (<1tonne),grams,1944000
2001,Naphthalene,Sum of release to all media (<1tonne),grams,1985000
2002,Naphthalene,Sum of release to all media (<1tonne),grams,2362000
2003,Naphthalene,Sum of release to all media (<1tonne),grams,1989000
2004,Naphthalene,Sum of release to all media (<1tonne),grams,2374000
2005,Naphthalene,Sum of release to all media (<1tonne),grams,2844000
2006,Naphthalene,Sum of release to all media (<1tonne),grams,2140000
2007,Naphthalene,Sum of release to all media (<1tonne),grams,2266000
2008,Naphthalene,Sum of release to all media (<1tonne),grams,1649057
2009,Naphthalene,Sum of release to all media (<1tonne),grams,1677806
2010,Naphthalene,Sum of release to all media (<1tonne),grams,2541600
2011,Naphthalene,Sum of release to all media (<1tonne),grams,4419800
2012,Naphthalene,Sum of release to all media (<1tonne),grams,6401300
2013,Naphthalene,Sum of release to all media (<1tonne),grams,4171500
2014,Naphthalene,Sum of release to all media (<1tonne),grams,5480600
2015,Naphthalene,Sum of release to all media (<1tonne),grams,5082700
2016,Naphthalene,Sum of release to all media (<1tonne),grams,4810600
2017,Naphthalene,Sum of release to all media (<1tonne),grams,6758600
2018,Naphthalene,Sum of release to all media (<1tonne),grams,5399400
2019,Naphthalene,Sum of release to all media (<1tonne),grams,4669995
2020,Naphthalene,Sum of release to all media (<1tonne),grams,3785886
2021,Naphthalene,Sum of release to all media (<1tonne),grams,4817434
2022,Naphthalene,Sum of release to all media (<1tonne),grams,4821577
1994,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,3827000
1995,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,2482000
1996,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,2839000
1997,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,3689000
1998,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,4402000
1999,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,3978000
2000,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,3566000
2001,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,1742000
2002,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,2861000
2003,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,3160000
2004,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,3107178
2005,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,3653900
2006,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,4489530
2007,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,3824830
2008,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,2640209
2009,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,3249273
2010,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,2079500
2011,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,2776300
2012,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,3506600
2013,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,3311300
2014,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,4766600
2015,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,4711600
2016,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,6401800
2017,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,6313300
2018,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,4199000
2019,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,3857235
2020,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,3250104
2021,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,2603897
2022,Nickel (and its compounds),Sum of release to all media (<1tonne),grams,2856255
1996,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,300000
1997,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,620000
1998,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,1160000
1999,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,1864000
2000,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,802000
2001,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,1002000
2002,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,882000
2003,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,891000
2004,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,911000
2005,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,882000
2006,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,775000
2007,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,698005
2008,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,366000
2009,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,205000
2010,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,315000
2011,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,314400
2012,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,843000
2013,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,659000
2014,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,89000
2015,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,764800
2016,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,1830700
2017,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,1303000
2018,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,1449800
2019,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,1585000
2020,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,1509000
2021,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,0
2022,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),grams,1000000
1995,Nitrate ion in solution at pH >= 6.5,Sum of release to all media (<1tonne),grams,730000
1994,Nitric acid,Sum of release to all media (<1tonne),grams,2359000
1995,Nitric acid,Sum of release to all media (<1tonne),grams,2693000
1996,Nitric acid,Sum of release to all media (<1tonne),grams,1942000
1997,Nitric acid,Sum of release to all media (<1tonne),grams,2194000
1998,Nitric acid,Sum of release to all media (<1tonne),grams,1308000
1999,Nitric acid,Sum of release to all media (<1tonne),grams,382000
2000,Nitric acid,Sum of release to all media (<1tonne),grams,1127000
2001,Nitric acid,Sum of release to all media (<1tonne),grams,1160000
2002,Nitric acid,Sum of release to all media (<1tonne),grams,841000
2003,Nitric acid,Sum of release to all media (<1tonne),grams,627000
2004,Nitric acid,Sum of release to all media (<1tonne),grams,1833500
2005,Nitric acid,Sum of release to all media (<1tonne),grams,1090000
2006,Nitric acid,Sum of release to all media (<1tonne),grams,1721000
2007,Nitric acid,Sum of release to all media (<1tonne),grams,2465999
2008,Nitric acid,Sum of release to all media (<1tonne),grams,1201000
2009,Nitric acid,Sum of release to all media (<1tonne),grams,1270000
2010,Nitric acid,Sum of release to all media (<1tonne),grams,1367000
2011,Nitric acid,Sum of release to all media (<1tonne),grams,1772500
2012,Nitric acid,Sum of release to all media (<1tonne),grams,2384800
2013,Nitric acid,Sum of release to all media (<1tonne),grams,2622200
2014,Nitric acid,Sum of release to all media (<1tonne),grams,2335400
2015,Nitric acid,Sum of release to all media (<1tonne),grams,2513500
2016,Nitric acid,Sum of release to all media (<1tonne),grams,2421500
2017,Nitric acid,Sum of release to all media (<1tonne),grams,2013200
2018,Nitric acid,Sum of release to all media (<1tonne),grams,1742400
2019,Nitric acid,Sum of release to all media (<1tonne),grams,1665591
2020,Nitric acid,Sum of release to all media (<1tonne),grams,1029344
2021,Nitric acid,Sum of release to all media (<1tonne),grams,2958534
2022,Nitric acid,Sum of release to all media (<1tonne),grams,3234890
1994,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,1001000
1995,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,601000
1996,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,621000
1997,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,245000
1998,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,95000
1999,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,137000
2000,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,120000
2001,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,18000
2002,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,0
2003,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,0
2004,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,182000
2005,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,299000
2006,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,177000
2007,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,536000
2008,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,232000
2009,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,400000
2013,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,910000
2014,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,22000
2015,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,610000
2016,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,360000
2018,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,100000
2019,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,40000
2020,Nitrilotriacetic acid (and its salts),Sum of release to all media (<1tonne),grams,0
2016,Nitroglycerin,Sum of release to all media (<1tonne),grams,860000
2017,Nitroglycerin,Sum of release to all media (<1tonne),grams,700000
2018,Nitroglycerin,Sum of release to all media (<1tonne),grams,537000
2019,Nitroglycerin,Sum of release to all media (<1tonne),grams,682000
2020,Nitroglycerin,Sum of release to all media (<1tonne),grams,800000
2021,Nitroglycerin,Sum of release to all media (<1tonne),grams,760000
2022,Nitroglycerin,Sum of release to all media (<1tonne),grams,1000000
1999,Nonylphenol,Sum of release to all media (<1tonne),grams,32000
2001,Nonylphenol,Sum of release to all media (<1tonne),grams,253000
2002,Nonylphenol,Sum of release to all media (<1tonne),grams,0
2003,Nonylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,804000
2004,Nonylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,500000
2005,Nonylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,530000
2006,Nonylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,672000
2007,Nonylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,342002
2008,Nonylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,585391
2009,Nonylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,700000
2010,Nonylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,191000
2011,Nonylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,719300
2012,Nonylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,882200
2013,Nonylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,440600
1999,Nonylphenol nona(oxyethylene) ethanol,Sum of release to all media (<1tonne),grams,200000
1999,Nonylphenol polyethylene glycol ether,Sum of release to all media (<1tonne),grams,1141000
2000,Nonylphenol polyethylene glycol ether,Sum of release to all media (<1tonne),grams,1998000
2001,Nonylphenol polyethylene glycol ether,Sum of release to all media (<1tonne),grams,760000
2002,Nonylphenol polyethylene glycol ether,Sum of release to all media (<1tonne),grams,669000
1999,"Nonylphenol, industrial",Sum of release to all media (<1tonne),grams,100000
2000,"Nonylphenol, industrial",Sum of release to all media (<1tonne),grams,100000
2001,"Nonylphenol, industrial",Sum of release to all media (<1tonne),grams,310000
2002,"Nonylphenol, industrial",Sum of release to all media (<1tonne),grams,205000
2003,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,745000
2004,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,397000
2005,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,198300
2006,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,177400
2007,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,117350
2008,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,5000
2009,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,5000
2010,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,5000
2011,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,0
2012,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,96000
2013,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,109000
2014,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,11000
2015,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,552000
2016,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,364000
2017,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,0
2018,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,21500
2019,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,0
2020,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,0
2021,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,2500
2022,Octylphenol and its ethoxylates,Sum of release to all media (<1tonne),grams,2430
2001,Peracetic acid (and its salts),Sum of release to all media (<1tonne),grams,0
2002,Peracetic acid (and its salts),Sum of release to all media (<1tonne),grams,0
2010,Peracetic acid (and its salts),Sum of release to all media (<1tonne),grams,300
2013,Peracetic acid (and its salts),Sum of release to all media (<1tonne),grams,264000
2014,Peracetic acid (and its salts),Sum of release to all media (<1tonne),grams,1000
2016,Peracetic acid (and its salts),Sum of release to all media (<1tonne),grams,291000
1994,Phenol (and its salts),Sum of release to all media (<1tonne),grams,2948000
1995,Phenol (and its salts),Sum of release to all media (<1tonne),grams,2564000
1996,Phenol (and its salts),Sum of release to all media (<1tonne),grams,3384000
1997,Phenol (and its salts),Sum of release to all media (<1tonne),grams,2780000
1998,Phenol (and its salts),Sum of release to all media (<1tonne),grams,2020000
1999,Phenol (and its salts),Sum of release to all media (<1tonne),grams,1976000
2000,Phenol (and its salts),Sum of release to all media (<1tonne),grams,2003000
2001,Phenol (and its salts),Sum of release to all media (<1tonne),grams,2410000
2002,Phenol (and its salts),Sum of release to all media (<1tonne),grams,2282000
2003,Phenol (and its salts),Sum of release to all media (<1tonne),grams,2169000
2004,Phenol (and its salts),Sum of release to all media (<1tonne),grams,970500
2005,Phenol (and its salts),Sum of release to all media (<1tonne),grams,1081200
2006,Phenol (and its salts),Sum of release to all media (<1tonne),grams,2043000
2007,Phenol (and its salts),Sum of release to all media (<1tonne),grams,2365300
2008,Phenol (and its salts),Sum of release to all media (<1tonne),grams,1310000
2009,Phenol (and its salts),Sum of release to all media (<1tonne),grams,902930
2010,Phenol (and its salts),Sum of release to all media (<1tonne),grams,449100
2011,Phenol (and its salts),Sum of release to all media (<1tonne),grams,562000
2012,Phenol (and its salts),Sum of release to all media (<1tonne),grams,373700
2013,Phenol (and its salts),Sum of release to all media (<1tonne),grams,209800
2014,Phenol (and its salts),Sum of release to all media (<1tonne),grams,737000
2015,Phenol (and its salts),Sum of release to all media (<1tonne),grams,506500
2016,Phenol (and its salts),Sum of release to all media (<1tonne),grams,1638200
2017,Phenol (and its salts),Sum of release to all media (<1tonne),grams,1049300
2018,Phenol (and its salts),Sum of release to all media (<1tonne),grams,739000
2019,Phenol (and its salts),Sum of release to all media (<1tonne),grams,806504
2020,Phenol (and its salts),Sum of release to all media (<1tonne),grams,1056168
2021,Phenol (and its salts),Sum of release to all media (<1tonne),grams,1973100
2022,Phenol (and its salts),Sum of release to all media (<1tonne),grams,3027353
2003,Phosgene,Sum of release to all media (<1tonne),grams,1000
1994,Phosphoric acid,Sum of release to all media (<1tonne),grams,4786000
1995,Phosphoric acid,Sum of release to all media (<1tonne),grams,2274000
1996,Phosphoric acid,Sum of release to all media (<1tonne),grams,2802000
1997,Phosphoric acid,Sum of release to all media (<1tonne),grams,1875000
1998,Phosphoric acid,Sum of release to all media (<1tonne),grams,1079000
1999,Phosphoric acid,Sum of release to all media (<1tonne),grams,1125000
2000,Phosphoric acid,Sum of release to all media (<1tonne),grams,865000
2003,Phosphorus (total),Sum of release to all media (<1tonne),grams,3787000
2004,Phosphorus (total),Sum of release to all media (<1tonne),grams,2855000
2005,Phosphorus (total),Sum of release to all media (<1tonne),grams,3692000
2006,Phosphorus (total),Sum of release to all media (<1tonne),grams,3912000
2007,Phosphorus (total),Sum of release to all media (<1tonne),grams,3578041
2008,Phosphorus (total),Sum of release to all media (<1tonne),grams,6273816
2009,Phosphorus (total),Sum of release to all media (<1tonne),grams,7300200
2010,Phosphorus (total),Sum of release to all media (<1tonne),grams,11155000
2011,Phosphorus (total),Sum of release to all media (<1tonne),grams,7393300
2012,Phosphorus (total),Sum of release to all media (<1tonne),grams,12969200
2013,Phosphorus (total),Sum of release to all media (<1tonne),grams,12788200
2014,Phosphorus (total),Sum of release to all media (<1tonne),grams,9401900
2015,Phosphorus (total),Sum of release to all media (<1tonne),grams,9352400
2016,Phosphorus (total),Sum of release to all media (<1tonne),grams,11296900
2017,Phosphorus (total),Sum of release to all media (<1tonne),grams,10623900
2018,Phosphorus (total),Sum of release to all media (<1tonne),grams,14803000
2019,Phosphorus (total),Sum of release to all media (<1tonne),grams,13471265
2020,Phosphorus (total),Sum of release to all media (<1tonne),grams,19540843
2021,Phosphorus (total),Sum of release to all media (<1tonne),grams,21594206
2022,Phosphorus (total),Sum of release to all media (<1tonne),grams,19756998
1995,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,61000
1996,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,61000
1997,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,176000
1998,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,194000
1999,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,169000
2000,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,95000
2001,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,478000
